gene	pwy	trn	transport	enzyme	BP_GO	Y-ome
EG12760	0	1	1	0	1	0
EG11272	0	1	0	0	1	1
EG12286	1	1	0	1	1	1
EG10410	1	0	0	1	1	0
EG11961	0	1	1	0	1	0
EG11030	1	0	0	1	1	0
EG11845	1	1	0	1	1	0
EG10390	1	0	0	1	1	0
EG11319	1	0	0	1	1	0
EG10094	1	0	0	1	1	0
EG11055	1	1	0	1	1	0
EG10709	1	1	0	1	1	0
EG10816	0	1	1	0	1	0
EG10552	1	0	0	1	1	0
EG10577	1	1	0	1	1	0
EG12454	0	0	0	0	1	0
EG10555	0	1	1	0	1	0
EG10453	1	0	0	1	1	0
EG10364	0	1	0	0	1	0
EG11043	1	0	0	1	1	0
EG10165	0	1	1	0	1	0
EG10947	1	1	0	1	1	0
EG10057	0	1	1	0	1	0
EG10097	1	1	0	1	1	0
GB4478	1	1	0	1	1	0
EG10710	1	1	0	1	1	0
G7724	1	1	0	1	1	0
EG10034	1	1	0	1	1	0
G7128	1	1	0	1	1	0
EG10553	1	1	0	1	1	0
G6708	1	1	0	1	1	0
G7047	0	1	0	0	0	0
EG20252	0	1	1	0	1	0
G0-8863	0	1	0	0	0	0
EG12734	1	1	0	1	1	0
G0-8913	0	0	0	0	0	1
EG12276	0	1	1	0	1	0
G0-10610	0	0	0	0	0	0
EG11957	1	1	0	1	1	0
G0-8886	0	0	0	0	0	1
EG11729	0	0	0	0	1	1
EG31116	0	1	0	0	0	0
EG11288	0	0	0	1	1	0
EG30063	0	1	0	0	0	0
EG11052	1	0	0	0	1	0
G0-8872	0	1	0	0	0	0
EG10789	0	1	0	1	1	0
G0-8866	0	0	0	0	0	0
EG10568	0	1	1	0	1	0
G0-8914	0	1	0	0	0	0
EG10355	1	1	0	1	1	0
EG10143	0	1	0	0	1	0
G0-8899	0	1	0	0	0	0
EG10054	0	1	0	0	1	0
G0-10598	0	0	0	0	0	0
G7990	0	1	1	0	1	0
G0-8884	0	1	0	0	0	1
G7565	1	1	0	1	1	0
EG30098	0	1	0	0	0	0
G6811	1	1	0	1	1	0
G0-8873	0	0	0	0	0	0
G6347	0	1	1	0	1	0
G0-9042	0	0	0	0	0	0
EG20173	1	1	0	1	1	0
EG12419	1	1	0	1	1	0
G0-8901	0	1	0	0	0	0
EG12253	1	0	0	1	1	0
G0-10602	0	1	0	0	0	1
EG11909	0	0	0	0	1	1
G0-8885	0	0	0	0	0	1
EG11658	0	1	1	0	1	0
EG31115	0	0	0	0	0	0
EG11225	0	1	1	0	1	0
G0-8878	0	1	0	0	0	1
EG10972	0	1	0	0	1	0
EG30088	0	1	0	0	0	0
EG10754	1	1	0	1	1	0
EG30072	0	1	0	0	0	0
EG10565	1	1	0	1	1	0
EG30085	0	1	0	0	0	0
EG10526	0	1	1	0	1	0
EG30027	0	0	0	0	0	0
EG10351	1	1	0	1	1	0
EG30082	0	1	0	0	0	0
EG10140	0	1	1	0	1	0
EG30079	0	1	0	0	0	0
EG10035	1	1	0	1	1	0
EG30076	0	1	0	0	0	0
EG30089	0	1	0	0	0	0
EG30073	0	1	0	0	0	0
EG30086	0	1	0	0	0	0
EG30070	0	1	0	0	0	0
EG30083	0	1	0	0	0	0
EG30080	0	1	0	0	0	0
G7525	0	0	0	1	1	0
EG30077	0	1	0	0	0	0
EG30090	0	1	0	0	0	0
EG30074	0	1	0	0	0	0
EG30087	0	1	0	0	0	0
EG30071	0	1	0	0	0	0
EG30084	0	1	0	0	0	0
EG11178	0	1	0	0	1	0
EG30081	0	1	0	0	0	0
EG30078	0	1	0	0	0	0
EG30091	0	1	0	0	0	0
EG30075	0	1	0	0	0	0
EG31117	1	0	0	0	0	0
EG30096	1	0	0	0	0	0
EG30056	1	1	0	0	0	0
EG30040	1	0	0	0	0	0
EG30022	1	1	0	0	0	0
EG11268	0	0	0	0	1	0
EG30112	1	0	0	0	0	0
EG30093	1	1	0	0	0	0
EG30053	1	1	0	0	0	0
EG30037	1	1	0	0	0	0
EG30019	1	0	0	0	0	0
G7387	1	1	0	0	0	0
EG30109	1	1	0	0	0	0
EG30067	1	1	0	0	0	0
EG30050	1	1	0	0	0	0
EG30034	1	1	0	0	0	0
EG30016	1	1	0	0	0	0
EG12340	0	0	0	0	1	1
G7069	1	0	0	0	0	0
G6270	0	0	0	0	0	1
EG30106	1	1	0	0	0	0
EG10613	0	1	1	0	1	0
EG30064	1	1	0	0	0	0
EG30047	1	1	0	0	0	0
EG30031	1	1	0	0	0	0
EG30013	1	0	0	0	0	0
G6392	1	0	0	0	0	0
EG30103	1	1	0	0	0	0
EG30060	1	1	0	0	0	0
EG30044	1	1	0	0	0	0
EG30028	1	1	0	0	0	0
EG30010	1	1	0	0	0	0
G6389	1	0	0	0	0	0
EG30097	1	1	0	0	0	0
EG10014	0	1	1	0	1	0
EG30057	1	1	0	0	0	0
G7808	0	0	1	0	1	0
EG30041	1	0	0	0	0	0
EG11754	0	1	1	0	1	0
EG30023	1	0	0	0	0	0
EG11305	0	0	1	0	1	0
EG30113	1	1	0	0	0	0
EG12241	0	1	1	0	1	0
EG30094	1	0	0	0	0	0
EG11479	0	0	1	0	1	0
EG30054	1	0	0	0	0	0
G7806	0	0	1	0	1	0
EG30038	1	0	0	0	0	0
EG11704	0	1	1	0	1	0
EG30020	1	1	0	0	0	0
G7991	1	0	0	0	0	0
EG30110	1	1	0	0	0	0
G7840	0	1	0	0	1	0
EG30068	1	1	0	0	0	0
G6417	0	1	0	0	1	0
EG30051	1	1	0	0	0	0
G7921	0	1	1	0	1	0
EG30035	1	1	0	0	0	0
G6543	0	1	1	0	1	0
EG30017	1	1	0	0	0	0
G6666	0	0	0	0	1	0
G7118	0	0	0	0	1	1
G6323	0	1	0	0	1	0
EG30107	1	1	0	0	0	0
EG30065	1	1	0	0	0	0
EG30048	1	1	0	0	0	0
G6850	0	0	1	0	1	1
EG30032	1	1	0	0	0	0
EG11486	1	1	1	1	1	0
EG30014	1	1	0	0	0	0
G6491	0	1	0	0	1	1
EG30104	1	1	0	0	0	0
EG10657	0	1	0	0	0	1
EG30061	1	1	0	0	0	0
G6412	0	1	0	0	1	1
EG30045	1	1	0	0	0	0
G7873	0	0	0	0	0	1
EG30029	1	1	0	0	0	0
G7659	0	1	0	0	1	0
EG30011	1	1	0	0	0	0
G6233	0	0	0	0	1	1
G6390	1	0	0	0	0	0
G7405	0	1	1	0	1	0
EG30101	1	1	0	0	0	0
EG12799	0	1	0	0	1	0
EG30058	1	1	0	0	0	0
G7006	0	0	0	0	1	1
EG30042	1	1	0	0	0	0
G6492	0	1	0	0	0	1
EG30024	1	0	0	0	0	0
EG11197	0	0	0	0	1	0
EG30008	1	1	0	0	0	0
G6465	0	1	0	0	1	0
EG30114	1	1	0	0	0	0
G7888	0	0	1	0	1	0
EG30095	1	0	0	0	0	0
G7685	0	1	1	0	1	0
EG30055	1	1	0	0	0	0
G6260	0	1	1	0	1	0
EG30039	1	0	0	0	0	0
G7406	0	0	1	0	1	0
EG30021	1	0	0	0	0	0
EG12933	0	1	0	0	1	1
EG11116	0	1	0	1	1	1
G7007	0	0	0	0	1	1
EG30111	1	0	0	0	0	0
EG11988	0	0	0	0	1	1
EG30092	1	1	0	0	0	0
G6674	0	0	1	0	1	0
EG30052	1	1	0	0	0	0
EG11338	0	0	0	0	0	1
EG30036	1	1	0	0	0	0
G6490	0	1	0	0	0	1
EG30018	1	0	0	0	0	0
EG10297	0	1	0	0	1	1
G7346	0	1	0	0	1	1
G6321	0	1	1	0	1	0
EG30108	1	1	0	0	0	0
G7686	0	1	1	0	1	0
EG30066	1	1	0	0	0	0
G7658	0	1	0	0	1	0
EG30049	1	1	0	0	0	0
G6193	0	1	0	0	1	1
EG30033	1	1	0	0	0	0
G7216	0	0	0	0	1	0
EG30015	1	0	0	0	0	0
EG12455	0	0	1	0	1	0
EG30105	1	0	0	0	0	0
EG30062	1	0	0	0	0	0
EG30046	1	0	0	0	0	0
EG30030	1	1	0	0	0	0
EG30012	1	1	0	0	0	0
G6391	1	0	0	0	0	0
EG30102	1	1	0	0	0	0
EG30059	1	1	0	0	0	0
EG30043	1	1	0	0	0	0
EG30025	1	1	0	0	0	0
EG30009	1	1	0	0	0	0
G7940	0	1	0	0	1	1
EG10438	0	1	0	0	1	0
G6874	0	0	0	0	1	1
G7830	0	0	0	0	1	0
EG12096	0	0	0	0	1	0
EG11131	0	1	0	0	1	0
G6871	0	0	0	0	1	0
G0-8868	0	1	0	0	0	0
EG11325	1	1	0	1	1	0
G7842	0	1	0	1	1	0
G0-8910	0	1	0	0	0	0
G7459	0	0	0	0	1	0
EG11249	0	1	0	0	1	0
G7923	0	1	0	0	1	0
G0-8882	0	1	0	0	0	0
G0-10451	0	1	0	0	1	0
EG10864	0	0	0	0	1	0
G7629	0	0	0	0	1	0
G7063	0	1	0	0	1	0
G7452	1	1	0	1	1	0
G0-10580	0	1	0	0	1	0
G6675	0	0	0	0	1	0
G6875	0	0	0	0	1	1
EG11538	0	0	0	1	1	0
EG12146	0	0	0	0	1	0
EG10997	1	0	0	1	1	0
G6872	0	0	0	0	1	1
G7422	0	0	0	1	1	0
EG11730	0	1	0	0	1	0
G6488	0	0	0	1	1	0
G6600	0	1	0	0	1	0
EG12207	0	0	0	1	1	0
EG10984	0	1	0	0	1	0
EG11372	0	1	0	1	1	0
G0-8785	0	1	0	0	0	0
EG10943	1	0	0	1	1	0
EG10881	0	1	0	0	1	0
G7845	0	0	0	1	1	0
G7610	0	1	0	0	1	0
G7325	1	1	0	1	1	0
G6364	0	0	0	1	1	0
G6876	0	0	0	0	1	0
EG12098	0	0	0	1	1	0
EG12866	0	0	0	0	1	0
EG11311	0	1	0	1	1	0
G6873	0	0	0	0	1	1
EG10812	1	1	0	1	1	0
EG11879	0	0	0	0	1	0
G7714	1	0	0	1	1	0
G6603	0	1	0	0	1	0
G6096	0	0	0	1	1	0
EG11256	0	1	0	0	1	0
EG11932	0	0	0	1	1	0
G0-8867	0	1	0	0	0	0
EG11247	0	0	0	1	1	0
EG10907	0	1	0	0	1	0
EG10523	0	1	0	1	1	0
G7885	0	0	0	0	1	0
G7698	1	0	0	1	1	0
G7008	0	1	0	1	1	0
EG10018	0	0	0	0	1	0
EG12609	0	0	0	1	1	0
G6925	0	1	0	0	1	0
EG11794	0	1	0	1	1	0
EG30100	0	1	0	0	0	0
EG11118	0	0	0	1	1	0
EG10375	1	1	0	1	1	0
G7456	0	0	0	1	1	0
G6732	0	0	0	0	1	0
EG12366	0	0	0	1	1	0
EG11757	1	0	0	1	1	0
EG11022	0	1	0	1	1	0
EG10439	0	1	0	0	1	0
G7431	1	1	0	1	1	0
EG10292	0	1	0	0	1	0
G6501	0	0	0	1	1	0
EG11503	0	0	0	1	1	0
EG10967	0	0	0	1	1	0
G7950	0	0	0	1	1	0
G7327	0	0	0	1	1	0
G7882	0	1	0	0	1	1
G6416	0	1	0	1	1	0
G6919	0	1	0	0	1	1
EG12163	0	0	0	1	1	0
G6226	0	0	0	0	1	1
EG11344	1	1	0	1	1	0
EG12176	0	0	0	0	0	1
G7750	0	1	0	1	1	0
G7601	0	1	0	0	1	0
G7199	1	0	0	1	1	0
G6774	0	0	0	0	0	1
EG12022	0	0	0	1	1	0
G6097	0	1	0	0	1	1
EG11254	0	0	0	1	1	0
EG12006	1	0	0	0	1	0
EG10595	0	0	0	1	1	0
G7573	0	1	0	0	1	0
G7712	1	0	0	1	1	0
G6745	0	1	0	0	1	0
G7020	1	0	0	1	1	0
EG30099	0	1	0	0	0	0
EG12876	1	0	0	1	1	0
EG11450	0	1	0	0	1	1
EG11888	0	0	0	1	1	0
G7397	0	1	0	0	1	1
EG11171	1	0	0	1	1	0
G6569	0	1	0	0	1	0
EG10376	0	0	0	1	1	0
EG12431	0	1	0	0	1	0
G7603	0	0	0	1	1	0
EG10977	0	1	0	0	1	0
G6746	0	0	0	0	1	0
G7161	0	0	0	0	1	1
EG12401	0	0	0	0	1	0
G6384	0	0	0	0	1	1
EG11768	1	0	0	1	1	0
EG12308	0	0	0	0	1	1
EG11023	0	1	0	1	1	0
EG10665	0	1	0	0	1	0
EG10136	0	0	0	0	1	0
G7909	0	0	0	0	0	1
G7449	0	0	0	1	1	0
G6957	0	0	0	0	1	1
G6581	0	1	0	1	1	0
G6227	0	1	0	0	1	0
EG12233	0	0	0	1	1	0
EG12179	0	1	0	0	1	0
EG11507	0	1	0	1	1	0
EG10415	0	0	0	0	1	0
EG10996	1	0	0	1	1	0
G7863	0	0	0	0	0	0
G7349	0	0	0	1	1	1
G6853	0	0	0	0	1	1
G6449	0	0	0	1	1	0
G6153	0	0	0	0	0	1
EG12167	1	1	0	1	1	0
EG12008	0	1	0	0	1	0
EG11362	0	0	0	1	1	0
G7575	1	1	0	0	1	0
G7843	1	0	0	1	1	0
G6750	0	0	0	0	1	1
G7297	0	0	0	1	1	0
G6245	1	0	0	1	1	0
EG11578	0	1	0	0	1	0
EG12044	0	0	0	1	1	0
G7472	0	1	0	0	1	1
EG11299	0	0	0	0	1	0
G6671	0	1	0	0	1	1
EG10690	0	0	0	0	1	0
EG12624	0	1	0	0	0	1
G7713	1	0	0	1	1	0
EG11083	0	0	0	0	1	0
G7021	1	0	0	1	1	0
G7262	0	1	0	0	1	0
EG11921	0	0	0	1	1	0
G6398	0	1	0	0	1	1
EG11177	0	1	0	1	1	0
EG12356	0	0	0	0	1	0
EG10454	0	0	0	1	1	0
EG10867	0	1	0	0	1	0
G7641	0	0	0	1	1	0
G7944	0	1	0	0	1	1
G6991	1	0	0	1	1	0
G6976	0	1	0	0	1	0
EG12433	0	0	0	1	1	0
G6259	0	0	0	0	0	1
EG11779	0	0	0	1	1	0
EG12204	0	1	0	0	1	0
EG11085	0	1	0	1	1	0
EG10466	0	1	0	0	1	0
EG10343	0	0	0	1	1	0
G7869	0	0	0	0	0	1
EG10164	0	1	0	0	1	0
G6889	0	1	0	0	1	0
G7936	0	1	0	0	1	1
G6165	0	1	0	0	1	0
G7245	0	1	0	0	1	1
EG12140	0	0	0	0	1	1
G6628	0	1	0	0	1	0
G7594	0	1	0	0	1	0
EG12630	0	0	0	0	1	0
G6761	0	1	0	0	1	0
EG12242	0	1	0	0	1	0
G0-9621	0	1	0	0	1	0
EG11966	0	1	0	0	1	0
EG11854	0	1	0	0	1	1
EG11707	0	1	0	0	1	1
G7547	0	0	0	0	1	0
EG10836	0	1	0	0	1	0
G6680	0	0	0	0	1	0
EG10125	0	1	0	0	1	0
EG12860	0	1	0	0	1	0
G7912	0	1	0	0	1	1
EG11432	0	0	0	0	0	1
G7563	0	1	0	0	1	0
G7344	0	0	0	0	0	1
G7133	0	0	0	0	1	1
G6420	0	0	0	0	1	0
G6799	0	1	0	0	1	0
EG12406	0	1	0	0	1	0
G6467	0	1	0	0	1	1
EG10909	0	1	0	0	1	0
G6181	0	0	0	0	1	1
G6985	0	0	0	0	1	0
EG11618	1	1	0	0	1	0
G6332	0	0	0	0	1	1
EG11285	1	0	0	0	1	0
EG12247	0	1	0	0	1	1
EG10957	0	1	0	0	1	0
EG10467	0	1	0	0	1	0
EG10457	0	1	0	0	1	0
EG10291	0	1	0	0	1	0
EG10111	0	1	0	0	1	0
G7518	0	1	0	0	1	1
G6144	0	0	0	0	1	0
EG12344	0	1	0	0	1	0
EG11111	0	1	0	0	1	0
EG12162	0	0	0	0	1	0
EG11929	0	0	0	0	1	0
EG11861	0	0	0	0	1	1
EG10309	0	1	0	0	1	0
EG11594	0	0	0	0	1	1
G7189	0	1	0	0	1	1
EG11212	0	0	0	0	1	0
EG10312	0	1	0	0	1	0
EG10731	1	1	0	0	1	0
G7348	0	1	0	0	1	0
G6319	1	1	0	0	1	0
G0-10592	0	0	0	0	0	0
G369	0	1	0	0	1	0
EG12116	0	1	0	0	1	0
EG11838	0	1	0	0	1	1
EG11140	1	1	0	0	1	0
EG10895	0	0	0	0	1	0
G6623	0	1	0	0	1	0
EG10050	0	1	0	0	1	0
EG10711	0	0	0	0	0	1
G7688	0	1	0	0	1	0
G7326	0	1	0	0	1	0
G6664	0	0	0	0	1	0
EG12402	0	1	0	0	0	1
G6263	0	0	0	0	1	0
EG11502	0	0	0	0	1	0
EG12278	0	1	0	0	1	0
G6784	0	0	0	1	1	0
EG12105	0	1	0	0	1	0
EG10800	0	1	0	0	1	0
EG11741	0	0	0	0	1	0
EG11435	0	1	0	0	1	0
G0-10201	0	0	0	0	0	0
EG11092	0	0	0	0	0	0
EG11837	0	0	0	0	1	0
EG10845	0	1	0	0	1	0
G6804	1	1	0	1	0	0
EG10667	0	0	0	0	1	0
EG11236	0	1	0	1	1	0
EG10517	1	0	0	0	1	0
G6577	0	0	0	1	1	0
EG10166	0	1	0	0	1	0
G7619	0	1	0	0	1	0
G0-10574	0	0	0	0	0	0
G7257	0	0	0	0	1	1
EG12252	0	1	0	1	1	0
G6864	1	1	0	0	1	0
G6869	0	0	0	0	1	0
G6638	0	1	0	0	1	1
EG11277	0	1	0	0	1	0
EG12694	0	1	0	0	1	0
EG12243	0	1	0	0	1	0
G6161	0	0	0	0	0	1
EG11969	0	1	0	0	1	0
G7292	0	1	0	0	1	1
EG11711	0	0	0	0	1	1
G6415	0	1	0	0	1	1
EG11394	0	0	0	0	1	0
EG11972	0	1	0	0	1	1
G7311	0	0	0	0	1	0
EG11078	0	1	0	0	1	0
G7146	0	0	0	1	1	0
G6339	1	1	0	1	1	0
G7913	0	1	0	0	1	1
EG12257	0	0	0	0	1	1
G7511	0	0	0	0	1	1
G6812	0	0	0	0	1	1
G7287	0	1	0	0	1	1
G6790	0	1	0	0	1	0
G6546	0	1	0	0	1	0
G6973	0	0	0	0	1	0
EG12428	0	0	0	0	1	1
EG11649	0	1	0	0	1	1
EG11042	0	1	0	0	1	0
EG10958	0	1	0	0	1	0
EG10603	0	1	0	0	1	0
G6170	0	1	0	0	0	0
EG11897	0	1	0	0	1	0
EG11609	1	1	0	0	1	0
EG11218	1	1	0	0	1	0
EG10899	0	1	0	0	1	0
G0-9388	0	1	0	0	0	1
EG10268	0	0	0	0	1	0
G0-8895	0	1	0	0	0	1
G0-8862	0	0	0	0	0	1
G7416	0	0	0	0	1	1
G7509	0	0	0	0	1	0
G0-9382	0	0	0	0	0	0
G7003	0	1	0	0	1	0
G0-10633	0	0	0	0	1	1
EG12335	0	1	0	0	1	0
G0-10630	0	0	0	0	0	1
G0-8883	0	0	0	0	0	0
EG12123	0	1	0	0	1	0
EG12429	0	1	0	0	1	1
EG12879	0	0	0	0	1	1
EG11849	0	1	0	0	1	1
G0-10634	0	1	0	0	1	1
G0-8879	0	0	0	0	0	1
EG11544	0	1	0	0	1	0
G0-10631	0	0	0	0	1	0
EG11235	0	1	0	0	1	0
EG11146	0	1	0	0	1	0
G0-10472	0	0	0	0	1	0
G0-8874	0	1	0	0	0	0
EG10896	0	1	0	0	1	0
EG11498	0	0	0	1	1	0
G0-8865	0	0	0	0	0	1
EG10226	0	1	0	0	1	0
G6798	1	1	0	1	1	0
G0-9383	0	1	0	0	0	0
G7727	0	1	0	0	1	1
G0-10632	0	0	0	0	0	1
G6274	0	1	0	0	1	0
G0-10629	0	0	0	0	1	1
G0-8905	0	1	0	0	0	1
EG12289	0	0	0	0	1	1
EG11817	1	0	0	1	1	0
G0-10600	0	0	0	0	0	1
EG12108	0	1	0	0	1	0
G0-8880	0	1	0	0	0	0
EG11785	0	0	0	0	1	1
EG11554	0	1	0	0	1	0
EG11449	0	1	0	0	1	0
G0-8875	0	0	0	0	0	1
EG11103	0	0	0	0	1	1
G0-8870	0	0	0	0	0	1
EG10893	0	0	0	0	1	0
G0-9385	0	0	0	0	0	0
EG10672	1	1	0	0	1	0
G6639	0	1	0	1	1	0
G0-9381	0	1	0	0	0	0
G6247	0	1	0	0	1	0
G0-10609	0	1	0	0	0	1
EG12246	0	0	0	0	1	1
G0-8881	0	1	0	0	0	1
EG11721	0	0	0	0	1	1
G6964	0	0	0	0	0	1
EG12330	0	0	0	0	0	0
G7924	0	0	0	0	1	0
G6840	0	1	0	0	0	1
G0-8876	0	0	0	0	0	0
G7244	1	0	0	0	1	0
G6651	1	1	0	1	1	1
G0-8871	0	1	0	0	0	0
G6814	0	1	0	0	1	0
G6504	0	0	0	0	1	1
G6602	0	0	0	0	1	0
G6403	0	1	0	0	0	1
EG12235	0	1	0	0	1	0
G6252	0	0	0	0	0	1
EG11355	0	1	0	0	1	0
G0-9609	0	0	0	0	0	1
G7088	0	0	0	0	1	1
G6789	0	1	0	0	1	0
G0-10651	0	0	0	0	0	1
G6175	0	0	0	0	1	0
G0-10434	0	1	0	0	1	1
EG11252	0	1	0	0	1	0
EG11913	0	1	0	0	1	1
EG12375	0	0	0	0	1	1
G7530	0	0	0	1	1	0
EG11615	1	0	0	0	1	0
EG12251	0	0	0	0	1	1
EG12165	0	1	0	0	1	0
EG10935	0	1	0	0	1	0
EG11970	0	1	0	0	0	1
EG11334	0	1	0	1	1	0
EG10442	0	1	0	0	1	0
EG11855	0	1	0	0	1	1
G7751	0	1	0	1	1	0
G7854	0	0	0	0	1	0
EG11690	0	0	0	0	0	1
G6500	0	1	0	0	1	1
G7488	0	0	0	0	1	1
EG11488	0	0	0	0	0	0
EG11357	0	1	0	0	1	0
G7057	1	1	0	0	1	0
G7941	0	0	0	0	1	1
G6954	1	1	0	1	1	0
G6737	0	1	0	0	1	0
EG11263	0	1	0	0	0	1
EG11901	0	0	0	0	1	1
G6346	1	1	0	0	1	0
G7837	0	1	0	0	1	1
EG12341	0	1	0	0	1	0
EG11164	0	1	0	0	1	1
EG10897	0	1	0	0	1	0
G7696	0	0	0	0	0	1
EG10061	1	1	0	0	1	0
EG11097	0	1	0	0	1	1
G7347	0	1	0	0	1	1
G7611	0	0	0	0	0	1
G6673	0	1	0	1	1	0
G7492	0	0	0	1	1	0
G6436	0	0	0	0	1	1
G6276	0	1	0	0	1	0
G7382	0	1	0	0	0	1
G6557	0	1	0	0	1	1
EG12301	0	1	0	0	1	0
G7188	0	1	0	0	1	1
G6805	1	1	0	1	0	0
EG12112	0	0	0	0	1	1
G7014	0	1	0	0	1	1
EG11519	0	1	0	0	1	0
G6945	0	0	0	0	0	1
EG10894	0	0	0	0	1	0
G6807	0	0	0	0	1	1
EG10681	0	1	0	0	1	0
G6629	0	1	0	0	1	1
G7237	0	1	0	1	1	0
EG10359	0	1	0	0	1	0
G6482	0	1	0	0	1	1
G6846	0	1	0	1	1	1
G7678	0	0	0	0	1	0
G6387	0	0	0	0	1	1
G6669	0	0	0	1	1	0
G6882	0	1	0	0	1	0
G6230	0	0	0	0	0	1
EG10739	0	0	0	1	1	0
G6658	0	0	0	0	1	1
G0-8891	0	0	0	0	0	1
G7513	0	0	0	1	1	1
EG12031	0	1	0	0	1	1
G6847	0	1	0	1	1	1
EG11738	0	1	0	0	1	0
G0-10647	0	0	0	0	0	1
G6670	0	1	0	1	1	0
EG11434	0	1	0	0	1	0
EG12874	0	0	0	0	0	1
EG11762	0	0	0	0	1	1
EG10666	0	1	0	0	1	0
EG12337	0	0	0	0	1	0
G6848	0	1	0	1	1	0
G6407	0	0	0	0	0	1
EG12212	0	0	0	0	0	1
G6845	0	1	0	1	1	1
EG11481	0	0	0	1	1	0
EG11943	0	1	0	0	0	1
EG12384	1	0	0	1	1	1
EG11619	0	0	0	0	1	0
EG11832	0	0	0	0	0	1
EG10049	0	1	0	1	1	0
EG10627	0	1	0	1	1	0
EG11645	0	1	0	0	0	1
EG10534	0	0	0	1	1	0
EG11465	0	1	0	0	0	1
G6558	0	1	0	0	1	1
G7915	0	1	0	0	0	1
EG11193	0	1	0	0	1	1
EG11217	0	1	0	0	0	1
G6303	0	0	0	0	0	0
G7828	0	0	0	0	0	1
EG11068	0	0	0	0	1	0
EG11144	0	0	0	0	1	1
EG11808	0	1	0	0	1	1
G7684	0	0	0	0	0	1
EG10651	0	1	0	1	1	0
EG10854	0	0	0	0	1	0
G7117	0	0	0	0	0	1
G7597	0	1	0	0	0	1
EG10624	0	0	0	1	1	0
G7461	0	1	0	0	0	1
G6937	0	1	0	0	1	0
G7321	0	0	0	0	0	0
EG11222	0	1	0	1	1	0
G7173	0	1	0	0	1	1
EG10329	0	1	0	1	1	0
G6998	0	1	0	0	0	1
G6306	0	0	0	0	1	0
G6914	0	0	0	0	0	1
EG11073	0	1	0	1	1	0
G6763	0	1	0	0	0	1
EG10029	0	1	0	1	1	0
G6608	0	1	0	0	0	1
EG12717	0	0	0	1	1	0
G6460	0	1	0	0	1	1
EG11871	0	0	0	1	1	0
G6355	0	1	0	0	0	1
EG11058	0	1	0	1	1	0
G6190	0	0	0	1	0	0
EG10662	0	1	0	1	1	0
G7425	0	1	0	0	1	0
EG11491	0	1	0	0	1	1
EG10986	0	0	0	1	1	0
EG12850	0	0	0	0	1	1
EG10625	0	0	0	1	1	0
EG12323	0	0	0	0	0	1
G6992	0	1	0	0	1	1
EG12110	0	0	0	0	0	1
EG11281	0	0	0	1	1	0
EG11937	0	1	0	0	0	1
EG10533	0	1	0	0	1	0
EG11776	0	0	0	0	0	0
G6383	0	0	0	1	1	0
EG11581	0	0	0	1	0	0
EG10037	0	1	0	1	1	0
EG11410	0	0	0	0	0	1
G6251	0	0	0	0	1	0
G7871	0	1	0	0	0	1
EG11061	0	1	0	1	1	0
EG11196	0	1	0	0	0	1
EG10736	0	1	0	1	1	0
G7759	0	1	0	0	0	1
EG10976	0	1	0	0	1	0
EG11134	0	0	0	0	0	1
RUVB	0	1	0	1	1	0
G7674	0	0	0	0	1	1
EG12080	0	1	0	0	1	0
EG10846	0	0	0	0	0	1
EG10441	0	1	0	0	1	0
G7551	0	1	0	0	0	1
EG11069	0	0	0	0	1	0
G7443	1	1	0	1	1	1
EG10317	0	1	0	0	1	0
G7298	0	0	0	0	0	1
EG10834	0	0	0	1	1	0
G7162	0	0	0	0	0	1
EG10831	0	1	0	0	1	0
G6995	0	1	0	0	0	1
EG11071	0	0	0	0	1	0
G6894	0	1	0	0	1	1
EG10426	0	0	0	0	1	0
G6758	0	1	0	0	1	1
EG10925	0	0	0	1	1	0
G6560	0	0	0	0	0	1
EG10832	0	0	0	1	1	0
G6434	0	0	0	0	1	1
RUVA	0	1	0	1	1	0
G6324	0	1	0	0	0	1
EG10823	0	1	0	0	1	0
G6162	0	0	0	0	0	1
EG11296	0	0	0	0	1	0
EG10440	0	1	0	0	1	0
EG10612	0	0	0	0	1	0
G0-10511	0	1	0	0	0	1
EG10460	0	0	0	0	1	0
EG12708	0	0	0	0	0	1
EG10211	0	1	0	1	1	0
EG12290	0	0	0	0	1	1
EG10668	0	1	0	1	1	0
EG12097	0	0	0	1	0	0
EG10458	0	0	0	0	1	0
EG11927	0	0	0	0	0	0
EG11892	0	1	0	0	1	0
EG11744	0	0	0	0	1	1
EG10837	0	1	0	0	1	0
EG11542	1	0	0	1	1	0
EG10243	0	0	0	1	1	0
EG11360	0	0	0	0	0	1
EG11414	0	0	0	0	1	0
G7848	0	0	0	0	0	1
EG10828	0	1	0	1	1	0
EG11188	0	0	0	0	0	1
EG10238	0	0	0	1	1	0
G7734	0	0	0	0	1	1
EG11366	0	1	0	0	1	0
EG11125	0	1	0	0	0	1
EG10763	0	0	0	0	1	0
G7648	0	0	0	0	0	1
EG10235	0	1	0	0	1	0
EG10412	0	1	0	1	1	0
EG11064	0	1	0	0	1	0
G7529	0	0	0	0	0	1
EG10687	0	1	0	0	1	0
G7434	0	1	0	0	1	1
EG12780	0	0	0	0	1	0
G7266	0	0	0	1	1	0
EG11038	0	0	0	0	1	0
G7087	0	0	0	0	1	1
EG10424	0	1	0	0	1	0
G6989	0	0	0	1	1	0
EG12158	0	0	0	0	1	0
G6881	0	1	0	0	0	0
